"reference_id","registration_number","doctor_name","normalized_name","state_medical_council","registration_year","registration_date","qualification","specialization","registration_status","source_type","source_reference","source_year"
"REF-AP-000406","SYN-AP-MED-000406","Padmini Singh","PADMINI SINGH","Andhra Pradesh Medical Council","1998","1998-09-28","MBBS, DNB","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000407","SYN-KER-MED-000407","Murali Philip","MURALI PHILIP","Kerala Medical Council","1991","1991-03-27","MBBS, MD","Pulmonology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000408","SYN-UP-MED-000408","Anjali Mehta","ANJALI MEHTA","Uttar Pradesh Medical Council","2011","2011-02-25","MBBS, MS, DNB","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000409","SYN-MH-MED-000409","Anupama Kulkarni","ANUPAMA KULKARNI","Maharashtra Medical Council","2016","2016-06-23","MBBS, MD","General Surgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000410","SYN-DL-MED-000410","Amruta Verma","AMRUTA VERMA","Delhi Medical Council","2009","2009-05-15","MBBS, DNB","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-JK-000411","SYN-JK-MED-000411","Sindhu Dey","SINDHU DEY","Jammu and Kashmir Medical Council","1999","1999-09-14","MBBS, MD","Gastroenterology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000412","SYN-DL-MED-000412","Deepak Pandey","DEEPAK PANDEY","Delhi Medical Council","2015","2015-11-12","MBBS, MD","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-000413","SYN-TG-MED-000413","Hari Chandra","HARI CHANDRA","Telangana State Medical Council","2013","2013-09-22","MBBS, DNB","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000414","SYN-KA-MED-000414","Sunil Murthy","SUNIL MURTHY","Karnataka Medical Council","2022","2022-02-24","MBBS, MD, DNB","Orthopedics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000415","SYN-TN-MED-000415","Naveen Subramanian","NAVEEN SUBRAMANIAN","Tamil Nadu Medical Council","1997","1997-10-28","MBBS, MS, DNB","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-HR-000416","SYN-HR-MED-000416","Vinod Babu","VINOD BABU","Haryana Medical Council","2002","2002-12-25","MBBS, MS","Dermatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000417","SYN-TN-MED-000417","Rohini Annamalai","ROHINI ANNAMALAI","Tamil Nadu Medical Council","2007","2007-08-22","MBBS, DNB","Pulmonology","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000418","SYN-TN-MED-000418","Anjali Ramaswamy","ANJALI RAMASWAMY","Tamil Nadu Medical Council","1994","1994-08-04","MBBS","Endocrinology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000419","SYN-UP-MED-000419","Lakshmi Sharma","LAKSHMI SHARMA","Uttar Pradesh Medical Council","1986","1986-02-24","MBBS","Cardiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000420","SYN-TN-MED-000420","Anand Subramaniam","ANAND SUBRAMANIAM","Tamil Nadu Medical Council","2009","2009-10-22","MBBS, MD","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-RJ-000421","SYN-RJ-MED-000421","Gopal Kumar","GOPAL KUMAR","Rajasthan Medical Council","2018","2018-08-26","MBBS, MS","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000422","SYN-MH-MED-000422","Amita Pawar","AMITA PAWAR","Maharashtra Medical Council","2001","2001-09-11","MBBS, MD, DM","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000423","SYN-KER-MED-000423","Radha Nair","RADHA NAIR","Kerala Medical Council","2012","2012-02-13","MBBS, MS","Pulmonology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000424","SYN-KER-MED-000424","Arjun Nair","ARJUN NAIR","Kerala Medical Council","1996","1996-09-22","MBBS, MS, MCh","Psychiatry","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-000425","SYN-WB-MED-000425","Manoj Babu","MANOJ BABU","West Bengal Medical Council","2012","2012-03-10","MBBS, DNB","Endocrinology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000426","SYN-DL-MED-000426","Divya Chawla","DIVYA CHAWLA","Delhi Medical Council","2016","2016-11-18","MBBS, DNB","Anesthesiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MN-000427","SYN-MN-MED-000427","Deepa Patel","DEEPA PATEL","Manipur Medical Council","2017","2017-01-13","MBBS, MD","Anesthesiology","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000428","SYN-AP-MED-000428","Kavitha Prasad","KAVITHA PRASAD","Andhra Pradesh Medical Council","2003","2003-06-02","MBBS","General Surgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000429","SYN-TN-MED-000429","Shiv Natarajan","SHIV NATARAJAN","Tamil Nadu Medical Council","2022","2022-01-25","MBBS, MS, MCh","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000430","SYN-MH-MED-000430","Vinod More","VINOD MORE","Maharashtra Medical Council","2007","2007-07-12","MBBS","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000431","SYN-DL-MED-000431","Leena Gupta","LEENA GUPTA","Delhi Medical Council","2022","2022-02-23","MBBS","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000432","SYN-KA-MED-000432","Manoj Gowda","MANOJ GOWDA","Karnataka Medical Council","2019","2019-06-02","MBBS, MS","Gastroenterology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000433","SYN-KER-MED-000433","Vasantha Joseph","VASANTHA JOSEPH","Kerala Medical Council","2002","2002-01-23","MBBS, MS","General Medicine","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-000434","SYN-TG-MED-000434","Srikanth Nair","SRIKANTH NAIR","Telangana State Medical Council","2009","2009-06-19","MBBS","Endocrinology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-000435","SYN-TG-MED-000435","Meena Shah","MEENA SHAH","Telangana State Medical Council","2006","2006-08-17","MBBS, MD, DM","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000436","SYN-DL-MED-000436","Kavitha Gupta","KAVITHA GUPTA","Delhi Medical Council","2008","2008-07-07","MBBS, MS","Cardiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000437","SYN-MH-MED-000437","Asha Joshi","ASHA JOSHI","Maharashtra Medical Council","2003","2003-05-02","MBBS, MD","Anesthesiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000438","SYN-DL-MED-000438","Pavan Chopra","PAVAN CHOPRA","Delhi Medical Council","1990","1990-12-28","MBBS, MS","Anesthesiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000439","SYN-KA-MED-000439","Deepak Kulkarni","DEEPAK KULKARNI","Karnataka Medical Council","2018","2018-08-14","MBBS, MD","Cardiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-000440","SYN-GJ-MED-000440","Ravi Anand","RAVI ANAND","Gujarat Medical Council","2004","2004-07-22","MBBS, MS","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000441","SYN-MH-MED-000441","Priya Rane","PRIYA RANE","Maharashtra Medical Council","2017","2017-08-22","MBBS, MD, DM","Orthopedics","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UK-000442","SYN-UK-MED-000442","Lakshmi Anand","LAKSHMI ANAND","Uttarakhand Medical Council","1996","1996-10-16","MBBS, MD","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000443","SYN-KA-MED-000443","Lavanya Bhat","LAVANYA BHAT","Karnataka Medical Council","2012","2012-10-24","MBBS, DNB","Oncology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-CH-000444","SYN-CH-MED-000444","Venkatesh Sharma","VENKATESH SHARMA","Chandigarh Medical Council","2000","2000-03-24","MBBS, DNB","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000445","SYN-DL-MED-000445","Suresh Agarwal","SURESH AGARWAL","Delhi Medical Council","1989","1989-11-07","MBBS, MD, DM","Dermatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000446","SYN-AP-MED-000446","Leena Patel","LEENA PATEL","Andhra Pradesh Medical Council","2001","2001-11-20","MBBS, MD","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000447","SYN-TN-MED-000447","Naresh Murugan","NARESH MURUGAN","Tamil Nadu Medical Council","2000","2000-05-15","MBBS, MS","Gastroenterology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000448","SYN-KER-MED-000448","Vasantha Nair","VASANTHA NAIR","Kerala Medical Council","1997","1997-03-09","MBBS","Dermatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000449","SYN-TN-MED-000449","Rakesh Raj","RAKESH RAJ","Tamil Nadu Medical Council","1996","1996-11-28","MBBS","Endocrinology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000450","SYN-MH-MED-000450","Balaji Jadhav","BALAJI JADHAV","Maharashtra Medical Council","1990","1990-06-20","MBBS, MD","Cardiology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000451","SYN-MH-MED-000451","Suresh More","SURESH MORE","Maharashtra Medical Council","1990","1990-07-27","MBBS, DNB","Neurosurgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-000452","SYN-WB-MED-000452","Geetha Anand","GEETHA ANAND","West Bengal Medical Council","1992","1992-09-22","MBBS, MD, DM","Oncology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000453","SYN-KA-MED-000453","Usha Reddy","USHA REDDY","Karnataka Medical Council","2000","2000-10-04","MBBS, MD, DM","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000454","SYN-TN-MED-000454","Geeta Annamalai","GEETA ANNAMALAI","Tamil Nadu Medical Council","2000","2000-07-07","MBBS","Orthopedics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000455","SYN-UP-MED-000455","Rakesh Dey","RAKESH DEY","Uttar Pradesh Medical Council","2011","2011-05-28","MBBS, MS","Endocrinology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-000456","SYN-GJ-MED-000456","Nandita Singh","NANDITA SINGH","Gujarat Medical Council","2005","2005-09-14","MBBS, MS","Obstetrics and Gynecology","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000457","SYN-KER-MED-000457","Sushma Mohan","SUSHMA MOHAN","Kerala Medical Council","2008","2008-08-23","MBBS, MD","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000458","SYN-TN-MED-000458","Vasantha Rajan","VASANTHA RAJAN","Tamil Nadu Medical Council","1988","1988-12-26","MBBS, DNB","Dermatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000459","SYN-AP-MED-000459","Rohit Prasad","ROHIT PRASAD","Andhra Pradesh Medical Council","1992","1992-09-28","MBBS, MD","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-000460","SYN-GJ-MED-000460","Vimala Chandra","VIMALA CHANDRA","Gujarat Medical Council","2001","2001-05-03","MBBS, MD, DNB","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000461","SYN-KER-MED-000461","Sudha Krishnan","SUDHA KRISHNAN","Kerala Medical Council","2013","2013-11-11","MBBS, MS, MCh","Urology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-000462","SYN-WB-MED-000462","Arjun Jain","ARJUN JAIN","West Bengal Medical Council","1990","1990-08-16","MBBS, DNB","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GA-000463","SYN-GA-MED-000463","Sushma Singh","SUSHMA SINGH","Goa Medical Council","1995","1995-12-09","MBBS, MS","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000464","SYN-MH-MED-000464","Parvathi Jadhav","PARVATHI JADHAV","Maharashtra Medical Council","2020","2020-12-11","MBBS, MS","General Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-RJ-000465","SYN-RJ-MED-000465","Leena Patel","LEENA PATEL","Rajasthan Medical Council","2013","2013-11-05","MBBS","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000466","SYN-DL-MED-000466","Sachin Chopra","SACHIN CHOPRA","Delhi Medical Council","1990","1990-02-06","MBBS, MD","Diabetology","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000467","SYN-TN-MED-000467","Shobha Annamalai","SHOBHA ANNAMALAI","Tamil Nadu Medical Council","2023","2023-11-14","MBBS, MD, DM","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-JH-000468","SYN-JH-MED-000468","Sunita Sharma","SUNITA SHARMA","Jharkhand Medical Council","2001","2001-03-22","MBBS, MS","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000469","SYN-AP-MED-000469","Naveen Kumar","NAVEEN KUMAR","Andhra Pradesh Medical Council","2011","2011-06-06","MBBS, MD","Pulmonology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-RJ-000470","SYN-RJ-MED-000470","Usha Nair","USHA NAIR","Rajasthan Medical Council","1999","1999-01-01","MBBS, MD, DNB","Urology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000471","SYN-KA-MED-000471","Prakash Raju","PRAKASH RAJU","Karnataka Medical Council","1990","1990-08-07","MBBS, MD","Orthopedics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000472","SYN-MH-MED-000472","Kiran Naik","KIRAN NAIK","Maharashtra Medical Council","2023","2023-05-05","MBBS","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000473","SYN-TN-MED-000473","Divya Sundaram","DIVYA SUNDARAM","Tamil Nadu Medical Council","1985","1985-12-17","MBBS, MS","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000474","SYN-KER-MED-000474","Amruta Varma","AMRUTA VARMA","Kerala Medical Council","1999","1999-12-07","MBBS, MD","Dermatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000475","SYN-KA-MED-000475","Amruta Shetty","AMRUTA SHETTY","Karnataka Medical Council","1993","1993-07-28","MBBS, MD","Pediatrics","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000476","SYN-KA-MED-000476","Ram Murthy","RAM MURTHY","Karnataka Medical Council","1997","1997-07-06","MBBS, MS","Neurosurgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-HR-000477","SYN-HR-MED-000477","Rahul Mehta","RAHUL MEHTA","Haryana Medical Council","2013","2013-04-12","MBBS, MS","Urology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000478","SYN-MH-MED-000478","Aditya Sawant","ADITYA SAWANT","Maharashtra Medical Council","1993","1993-06-23","MBBS, MD","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000479","SYN-TN-MED-000479","Nisha Devarajan","NISHA DEVARAJAN","Tamil Nadu Medical Council","2023","2023-05-03","MBBS","General Surgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-HR-000480","SYN-HR-MED-000480","Nandini Mehta","NANDINI MEHTA","Haryana Medical Council","2015","2015-06-20","MBBS, MD, DNB","Emergency Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000481","SYN-AP-MED-000481","Saritha Rao","SARITHA RAO","Andhra Pradesh Medical Council","1985","1985-05-17","MBBS, DNB","Psychiatry","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-PB-000482","SYN-PB-MED-000482","Manasa Prasad","MANASA PRASAD","Punjab Medical Council","1993","1993-09-02","MBBS, MS","Dermatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-000483","SYN-TG-MED-000483","Amruta Mishra","AMRUTA MISHRA","Telangana State Medical Council","2014","2014-03-03","MBBS, MD","Oncology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-000484","SYN-TG-MED-000484","Rahul Singh","RAHUL SINGH","Telangana State Medical Council","2005","2005-01-05","MBBS, MS","Dermatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-ML-000485","SYN-ML-MED-000485","Zarina Das","ZARINA DAS","Meghalaya Medical Council","2003","2003-05-20","MBBS, MD, DM","Dermatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000486","SYN-TN-MED-000486","Vishal Subramaniam","VISHAL SUBRAMANIAM","Tamil Nadu Medical Council","2005","2005-12-16","MBBS, MD, DM","Neurosurgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000487","SYN-UP-MED-000487","Zarina Dey","ZARINA DEY","Uttar Pradesh Medical Council","1988","1988-04-05","MBBS","Orthopedics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000488","SYN-KA-MED-000488","Rahul Naik","RAHUL NAIK","Karnataka Medical Council","2014","2014-07-04","MBBS, MS, DNB","Endocrinology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000489","SYN-KER-MED-000489","Shekhar Abraham","SHEKHAR ABRAHAM","Kerala Medical Council","2016","2016-08-16","MBBS","Neurosurgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-000490","SYN-WB-MED-000490","Girish Shah","GIRISH SHAH","West Bengal Medical Council","2003","2003-03-27","MBBS, MD","Oncology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000491","SYN-KER-MED-000491","Divya Paul","DIVYA PAUL","Kerala Medical Council","1998","1998-10-01","MBBS, MS","Anesthesiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000492","SYN-MH-MED-000492","Yashodha Patil","YASHODHA PATIL","Maharashtra Medical Council","2000","2000-08-22","MBBS","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-000493","SYN-GJ-MED-000493","Meenakshi Singh","MEENAKSHI SINGH","Gujarat Medical Council","2010","2010-06-19","MBBS, MD, DNB","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000494","SYN-TN-MED-000494","Kumar Murugan","KUMAR MURUGAN","Tamil Nadu Medical Council","1990","1990-08-27","MBBS, DNB","Endocrinology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-RJ-000495","SYN-RJ-MED-000495","Rajesh Iyer","RAJESH IYER","Rajasthan Medical Council","1985","1985-06-02","MBBS, DNB","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000496","SYN-TN-MED-000496","Parvathi Annamalai","PARVATHI ANNAMALAI","Tamil Nadu Medical Council","1998","1998-01-26","MBBS, DNB","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-PB-000497","SYN-PB-MED-000497","Preethi Kumar","PREETHI KUMAR","Punjab Medical Council","2020","2020-10-13","MBBS","Dermatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000498","SYN-TN-MED-000498","Rajani Annamalai","RAJANI ANNAMALAI","Tamil Nadu Medical Council","1990","1990-01-28","MBBS, MD","Pulmonology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-000499","SYN-TG-MED-000499","Ram Sharma","RAM SHARMA","Telangana State Medical Council","1992","1992-05-16","MBBS, MD, DM","Psychiatry","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000500","SYN-MH-MED-000500","Jyothi Kulkarni","JYOTHI KULKARNI","Maharashtra Medical Council","2007","2007-11-04","MBBS, MD, DM","Oncology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000501","SYN-KA-MED-000501","Yogesh Raju","YOGESH RAJU","Karnataka Medical Council","2009","2009-08-09","MBBS, MS","Gastroenterology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-000502","SYN-TG-MED-000502","Vinod Prasad","VINOD PRASAD","Telangana State Medical Council","1996","1996-07-21","MBBS, MS","General Surgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000503","SYN-TN-MED-000503","Venkatesh Venkatesan","VENKATESH VENKATESAN","Tamil Nadu Medical Council","1994","1994-08-17","MBBS, DNB","Oncology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000504","SYN-DL-MED-000504","Venkatesh Saxena","VENKATESH SAXENA","Delhi Medical Council","1990","1990-08-10","MBBS","Neurosurgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000505","SYN-KER-MED-000505","Ravi Panicker","RAVI PANICKER","Kerala Medical Council","2018","2018-07-10","MBBS, MS","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000506","SYN-UP-MED-000506","Arvind Anand","ARVIND ANAND","Uttar Pradesh Medical Council","1991","1991-09-14","MBBS, MS","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000507","SYN-KA-MED-000507","Divya Prasad","DIVYA PRASAD","Karnataka Medical Council","2001","2001-06-09","MBBS, MS","Oncology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000508","SYN-KA-MED-000508","Pooja Nayak","POOJA NAYAK","Karnataka Medical Council","2014","2014-03-26","MBBS, MD","Pulmonology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000509","SYN-UP-MED-000509","Vijay Gupta","VIJAY GUPTA","Uttar Pradesh Medical Council","2005","2005-10-24","MBBS, MS","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000510","SYN-DL-MED-000510","Saritha Gupta","SARITHA GUPTA","Delhi Medical Council","2006","2006-03-07","MBBS, MD","Emergency Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000511","SYN-KER-MED-000511","Meena Varma","MEENA VARMA","Kerala Medical Council","2012","2012-09-01","MBBS","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000512","SYN-KA-MED-000512","Madhavi Kamath","MADHAVI KAMATH","Karnataka Medical Council","2014","2014-12-13","MBBS, MS, MCh","Emergency Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
